,Retail_Product_Color,Retail_Product_Level1,Retail_Product_Level1Name,Retail_Product_Level2Name,Retail_Product_Level3Name,Retail_Product_Level4Name,Retail_Product_Name,Retail_Product_SKU,Retail_Product_Size,Retail_Product_Style,Retail_SOHQTY,Retail_CCQTY,_merge,diff,unders
1141,ROSA,C,VESTUARIO,CY,CYA,CYAH,BERMUDA SARJA CF MSA INK MEIA COXA VISTA,9593120001.0,36,SAIA,1,0,left_only,-1,1
1142,,W,BELEZA,WB,WBZ,WBZA,GEL HIGIENIZADOR GREEN TEA  VERBENA 90ML,9067350000.0,,PRODUTOS PARA CORPO ACQUA LOUNGE,2,2,both,0,0
1143,PRETO,C,VESTUARIO,CM,CMB,CMBB,BERMUDA SARJA CRN MSA INK 5 POCKETS  LIS,9498160002.0,38,BERMUDA SARJA,1,0,left_only,-1,1
1144,VERMELHO,C,VESTUARIO,CJ,CJA,CJAT,SOUTIEN APP PUSH UP SLO RENDA VERAO  REP,7738120002.0,42,SOUTIEN / TOP,1,0,left_only,-1,1
1145,ROSA,C,VESTUARIO,CP,CPM,CPMG,2 PARES MEIA INVISIVEL ACC SLO CEREJAPOA,9501820001.0,34/39,MEIA CASUAL/ESPORTIVA,2,1,both,-1,1
1146,BEGE,C,VESTUARIO,CM,CMB,CMBB,BERMUDA JEANS EVT PAIS CRN PRD INK CATIO,9578810007.0,38,BERMUDA SARJA,1,0,left_only,-1,1
1147,PRETO,C,VESTUARIO,CJ,CJA,CJAB,CALCINHA CJ PRD ELLA STRING COM MEDALHA,9687100003.0,G,CALCINHA / BOTTOM,4,3,both,-1,1
1148,PRETO,C,VESTUARIO,C5,C5A,C5AB,OCULOS  C5 MAIS ACESSORIOS OCULOS MASC 0,9724560001.0,UNICO,ÓCULOS METAL,1,1,both,0,0
1149,ROSA,C,VESTUARIO,CR,CRA,CRAK,CALCINHA CR PRD ELLA POA ESTAMPADO ROSA,9388840003.0,G,KIT CALCINHA,5,5,both,0,0
1150,CHOCOLATE,C,VESTUARIO,C9,C9A,C9AT,SOUTIEN APP PUSH UP ESSENCIAL RENDA CHOC,7944280003.0,44,SOUTIEN / TOP,1,0,left_only,-1,1
1151,JEANS,C,VESTUARIO,CY,CYD,CYDA,CALCA JEANS CF MSA INK USED TANK ABERTUR,9384470001.0,36,CALÇA JEANS,2,0,left_only,-2,2
1152,CHUMBO,C,VESTUARIO,C5,C5A,C5AA,OCULOS UNI ACE CHUMBO REDONDO FUME KTA67,9573690001.0,UNICO,ÓCULOS ACETATO,1,1,both,0,0
1153,PRETO,C,VESTUARIO,CJ,CJA,CJAT,SOUTIEN CJ PRD ELLA BASE ALONGADO LISO P,9687090004.0,P,SOUTIEN / TOP,2,2,both,0,0
1154,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA CM PRD INK LAVAGEM COM USED BIGODE,9440950003.0,42,CALÇA JEANS,3,3,both,0,0
1155,MARROM,C,VESTUARIO,C5,C5A,C5AA,OCULOS  C5 MSA MAIS ACESSORIOS UNI ACE N,9682860002.0,UNICO,ÓCULOS ACETATO,1,1,both,0,0
1156,JEANS,C,VESTUARIO,CY,CYC,CYCB,CALCA JEANS PS PRD INK COM PUNHO E AMARR,9481130001.0,46,CALÇA JEANS PLUS,1,0,left_only,-1,1
1157,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS CRN SLO INK BARRA CHUVEIRINH,9384110006.0,44,BOTTOM CURTO JEANS,2,0,left_only,-2,2
1158,ROSA,C,VESTUARIO,CR,CRA,CRAS,SHORT DOLL MANGA CURTA CR SLO ELLA STAY,9470230002.0,GG,SHORT DOLL,1,1,both,0,0
1159,PRETO,C,VESTUARIO,CN,CNC,CNCC,CAMISOLA MANGA CURTA JV CN PRD DISNEY V,9564080005.0,P,CAMISOLA / ROBE,4,4,both,0,0
1160,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN MSA INK USED TANK BARRA,9384210003.0,40,CALÇA JEANS,1,1,both,0,0
1161,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS JV PRD INK RETA GANCHO LISO,9480010001.0,42,CALÇA JEANS,2,0,left_only,-2,2
1162,CHOCOLATE,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS APP TRS COTTON POA CHOCO BRA,7326160002.0,M,CALCINHA / BOTTOM,3,3,both,0,0
1163,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CF MSA INK USED E TANK FILIG,9479680006.0,46,CALÇA JEANS,1,1,both,0,0
1164,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS JV PRD INK USED TANK RASGOS,9412350002.0,38,CALÇA JEANS,1,1,both,0,0
1165,MARROM,C,VESTUARIO,C5,C5A,C5AA,OCULOS  C5 MAIS ACESSORIOS QUADRADO MARR,9717230001.0,UNICO,ÓCULOS ACETATO,1,0,left_only,-1,1
1166,PRETO,C,VESTUARIO,C5,C5A,C5AA,OCULOS  C5 MSA MAIS ACESSORIOS ACE FEM P,9683700001.0,UNICO,ÓCULOS ACETATO,1,1,both,0,0
1167,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS CRN MSA INK BARRA VIRADA LIS,9384410003.0,38,BOTTOM CURTO JEANS,3,0,left_only,-3,3
1168,MARROM,C,VESTUARIO,CM,CMB,CMBA,CALCA CM MSA INK JOGGER  CAMEL LISO MARR,9440540004.0,40,CALÇA SARJA,1,0,left_only,-1,1
1169,JEANS,C,VESTUARIO,CY,CYC,CYCD,SHORT JEANS PS MSA INK USED BARRA VIRADA,9480960004.0,46,BOTTOM CURTO JEANS PLUS,2,0,left_only,-2,2
1170,VERDE,C,VESTUARIO,CY,CYA,CYAE,SHORT SARJA CRN SLO INK AMASSADINHO VERD,9573170004.0,42,BOTTOM CURTO SARJA,1,0,left_only,-1,1
1171,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS MARCA DE TERCEIROS CIGARRETE,9564190004.0,38,CALÇA JEANS,2,0,left_only,-2,2
1172,BRANCO,C,VESTUARIO,CY,CYA,CYAE,BERMUDA SARJA CRN PRD INK LISO BRANCO 40,9676030002.0,40,BOTTOM CURTO SARJA,2,0,left_only,-2,2
1173,ROSA,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS APP TRS COTTON ESTAMP LOVE R,8806210001.0,G,CALCINHA / BOTTOM,3,3,both,0,0
1174,PINK,C,VESTUARIO,C5,C5B,C5BA,OCULOS INFA FEM ACE PINK QUADRADO FUME K,9464310001.0,UNICO,ÓCULOS INF ACETATO,0,0,left_only,0,0
1175,AZUL,C,VESTUARIO,CM,CMB,CMBB,BERMUDA JEANS CDD SLO INK BERMUDA COLOR,9556670005.0,46,BERMUDA SARJA,2,0,left_only,-2,2
1176,AZUL,C,VESTUARIO,C7,C7A,C7AC,CAMISOLA FRAUDADA HAPPY AZUL JIN C7 48 A,9623100003.0,48,CAMISOLA / ROBE,2,2,both,0,0
1177,JEANS,C,VESTUARIO,CY,CYC,CYCD,SHORT JEANS PS PRD INK COM AMARRACAO LIS,9481200001.0,54,BOTTOM CURTO JEANS PLUS,4,1,both,-3,3
1178,CINZA,C,VESTUARIO,CR,CRA,CRAK,CALCINHA  PRD ELLA STAR ESTAMPADO CINZA,9388970003.0,G,KIT CALCINHA,2,2,both,0,0
1179,PRETO,C,VESTUARIO,CY,CYC,CYCC,BERMUDA SARJA PS SLO INK ABERTURA BARRA,9383790004.0,52,BOTTOM CURTO SARJA PLUS,2,2,both,0,0
1180,BEGE,C,VESTUARIO,C6,C6A,C6AT,SOUTIEN APP TRS SECRET BEGE REF  061052,5896090004.0,50,SOUTIEN / TOP,9,3,both,-6,6
1181,CHUMBO,C,VESTUARIO,C5,C5A,C5AB,OCULOS FEM MET CHUMBO REDONDO FUME KTA60,9465820001.0,UNICO,ÓCULOS METAL,1,1,both,0,0
1182,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS CRN PRD INK  SUPER STONE   U,9486390005.0,44,CALÇA JEANS,2,0,left_only,-2,2
1183,JEANS,C,VESTUARIO,CY,CYC,CYCD,BERMUDA JEANS PS SLO INK USED LISO JEANS,9383830005.0,50,BOTTOM CURTO JEANS PLUS,2,2,both,0,0
1184,BRANCO,C,VESTUARIO,C6,C6A,C6AT,SOUTIEN APP TRS OLIMPO BOURBON BRANCO RE,8319830003.0,50,SOUTIEN / TOP,3,3,both,0,0
1185,VERDE,C,VESTUARIO,C8,C8C,C8CB,SHORT C8 SLO INK SHORT INFO JUVA BARRA D,9633570002.0,12,SHORT/SAIA,2,0,left_only,-2,2
1186,CAQUI,C,VESTUARIO,CM,CMB,CMBA,CALCA APP CS SLO SARJA SKINNY 5 POCKETS,8117660001.0,36,CALÇA SARJA,1,0,left_only,-1,1
1187,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN MSA INK USED TANK RASGOS,9479580002.0,38,CALÇA JEANS,2,0,left_only,-2,2
1188,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA  CRN PRD INK DETONADA  LISO C21457,9412580004.0,42,CALÇA JEANS,2,0,left_only,-2,2
1189,JEANS,C,VESTUARIO,CY,CYA,CYAD,BERMUDA JEANS CRN MSA INK USED BARRA DES,9573020003.0,44,BOTTOM CURTO JEANS,6,4,both,-2,2
1190,ROSA,C,VESTUARIO,CY,CYB,CYBA,CALCA SARJA EVT CRN MSA INK RASGOS BARRA,9412600002.0,38,CALÇA JEANS,2,0,left_only,-2,2
1191,ROSA,C,VESTUARIO,CR,CRB,CRBK,CALCINHA CR SLO ELLA BOBS 932244 ESTAMPA,9568820003.0,M,KIT CALCINHA,2,2,both,0,0
1192,VERMELHO,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS APP TRS BIQUINI REF 51509 K2,8878390001.0,M,CALCINHA / BOTTOM,0,0,left_only,0,0
1193,CINZA,C,VESTUARIO,CN,CNC,CNCS,SHORT DOLL MANGA CURTA JV CN PRD DISNEY,9564100009.0,P,SHORT DOLL,4,0,left_only,-4,4
1194,,H,ELETRO-ELETRONICOS,HZ,HZB,HZBO,RELOGIO CONDOR FEMININO PRATA KIT COLAR,9285120000.0,,KIT FEMININO PRATA,2,2,both,0,0
1195,CAQUI,C,VESTUARIO,CM,CMB,CMBA,CALCA APP CS SLO SARJA SKINNY 5 POCKETS,8117660002.0,38,CALÇA SARJA,3,0,left_only,-3,3
1196,JEANS,C,VESTUARIO,C8,C8B,C8BB,BERMUDA C8 PPO PRD INK STONE E USED COM,9483740003.0,3,BERMUDA,4,0,left_only,-4,4
1197,PRETO,C,VESTUARIO,C7,C7A,C7AS,SHORT DOLL TG AMERICANO PTO OFF JIN C7 4,9590190006.0,48,BERMUDOL/SHORT DOLL,2,2,both,0,0
1198,ROSA,C,VESTUARIO,CN,CNC,CNCS,SHORT DOLL MANGA CURTA JV CN SLO ELLA CA,9468400003.0,M,SHORT DOLL,6,6,both,0,0
1199,VERDE,C,VESTUARIO,CM,CMB,CMBB,BERMUDA JEANS EVT PAIS  CRN PRD INK CATI,9578890007.0,38,BERMUDA SARJA,1,0,left_only,-1,1
1200,PRETO,C,VESTUARIO,CJ,CJA,CJAB,CALCINHA BIQUINI CJ MSA ELLA BICOLOR LIS,9424760002.0,GG,CALCINHA / BOTTOM,1,1,both,0,0
1201,PRETO,C,VESTUARIO,CM,CMB,CMBB,BERMUDA SARJA CRN MSA INK CHINO  LISO IN,9498300003.0,40,BERMUDA SARJA,1,0,left_only,-1,1
1202,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA CM MSA INK LAVAGEM COM USED E DIRT,9440760003.0,42,CALÇA JEANS,2,2,both,0,0
1203,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CF PRD INK USED BIGODE RASGO,9479730002.0,38,CALÇA JEANS,1,1,both,0,0
1204,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA CY SAW MARCA DE TERCEIROS WIDE LEG,9692390005.0,42,CALÇA JEANS,2,1,both,-1,1
1205,MARROM,C,VESTUARIO,C5,C5A,C5AB,OCULOS  C5 MSA MAIS ACESSORIOS MET MASC,9683850001.0,UNICO,ÓCULOS METAL,1,1,both,0,0
1206,AZUL,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS APP TRS MFB LISTRAS MARINHO,8297010002.0,M,CALCINHA / BOTTOM,5,0,left_only,-5,5
1207,BEGE,C,VESTUARIO,CY,CYA,CYAA,CALCA SARJA CRN MSA INK SEM COSTURA  LIS,9588410001.0,44,CALÇA JEANS,2,0,left_only,-2,2
1208,VERDE,C,VESTUARIO,CY,CYA,CYAE,SHORT JEANS CRN MSA INK AMASSADINHO VERD,9630400002.0,36,BOTTOM CURTO SARJA,1,1,both,0,0
1209,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS CRN PRD INK COM PREGAS MARMO,9275880001.0,34,BOTTOM CURTO JEANS,1,0,left_only,-1,1
1210,AZUL,C,VESTUARIO,CJ,CJA,CJAB,CALCINHA CJ SLO ELLA MARINHO LISO AZUL P,9637500004.0,P,CALCINHA / BOTTOM,4,3,both,-1,1
1211,,W,BELEZA,WK,WKG,WKGA,ESTOJO VOIL SABONETE LIQUIDO 200ML ESP N,9575640000.0,,PRODUTOS PARA CORPO,3,3,both,0,0
1212,,W,BELEZA,WL,WLN,WLNB,ESMALTE  WL VULT VULT ESMALTE 5F MEU VER,9032640000.0,,ESMALTE,3,3,both,0,0
1213,JEANS,C,VESTUARIO,CY,CYA,CYAI,VESTIDO ABERTO COM CINTO CRN PRD 526405,9675240003.0,40,INTEIRO,2,2,both,0,0
1214,PRETO,C,VESTUARIO,CY,CYA,CYAE,SHORT SARJA CRN SLO INK VISTA ABOTOADA L,9384370007.0,46,BOTTOM CURTO SARJA,1,0,left_only,-1,1
1215,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA CS MSA INK SLIM NEW ASTI BLUE MEDI,9171700002.0,38,CALÇA JEANS,1,0,left_only,-1,1
1216,JEANS,C,VESTUARIO,CY,CYA,CYAH,SHORT JEANS JV MSA INK ELASTICO CINTURA,9592950002.0,36,SAIA,1,0,left_only,-1,1
1217,,W,BELEZA,WK,WKE,WKEM,ESTOJO COLECAO ASTROS MASCULINO,8688520000.0,,KIT MASCULINO,4,4,both,0,0
1218,,H,ELETRO-ELETRONICOS,HZ,HZA,HZAH,RELOGIO MASC XGAMES CAMUFLADO EMBORRACHA,9732400000.0,,MASCULINO EMBORRACHADO,1,1,both,0,0
1219,PRETO,C,VESTUARIO,C6,C6A,C6AT,SOUTIEN APP TRS OLIMPO BOURBON PRETO ESP,8069910004.0,52,SOUTIEN / TOP,1,0,left_only,-1,1
1220,BRANCO,C,VESTUARIO,CR,CRA,CRAT,SOUTIEN CR SLO ELLA LISO BRANCO 46 BRANC,9671710004.0,46,SOUTIEN / TOP,1,1,both,0,0
1221,,W,BELEZA,WA,WAC,WACP,DESODORANTE COLONIA FEMININA ANA HICKMAN,9581590000.0,,PERFUME,12,10,both,-2,2
1222,PRETO,C,VESTUARIO,CY,CYA,CYAE,BERMUDA SARJA CRN MSA INK BARRA CHUVEIRI,9642850001.0,40,BOTTOM CURTO SARJA,5,5,both,0,0
1223,JEANS,C,VESTUARIO,C8,C8D,C8DA,CALCA C8 SLO INFO INK COM BOLSOS GRANDES,9397900003.0,6,CALÇA,2,0,left_only,-2,2
1224,,W,BELEZA,WA,WAD,WADP,DESODORANTE COLONIA FEMININA LARISSA MAN,9655150000.0,,PERFUME,3,2,both,-1,1
1225,JEANS,C,VESTUARIO,CY,CYA,CYAH,SHORT JEANS JV MSA INK ELASTICO CINTURA,9592950007.0,46,SAIA,1,0,left_only,-1,1
1226,BRANCO,C,VESTUARIO,CY,CYA,CYAE,BERMUDA SARJA CRN PRD INK LISO BRANCO 38,9676030001.0,38,BOTTOM CURTO SARJA,1,0,left_only,-1,1
1227,JEANS,C,VESTUARIO,CM,CMA,CMAB,BERMUDA JEANS INK LISO 02ma00661 JEANS 4,9571200003.0,40,BERMUDA JEANS,1,0,left_only,-1,1
1228,JEANS,C,VESTUARIO,CY,CYC,CYCD,SAIA JEANS PS PRD INK MARIAS ELASTICO TR,9481240003.0,48,BOTTOM CURTO JEANS PLUS,6,4,both,-2,2
1229,MARROM,C,VESTUARIO,CY,CYA,CYAD,SAIA   SAW MARCA DE TERCEIROS MARROM DES,9660000002.0,38,BOTTOM CURTO JEANS,1,0,left_only,-1,1
1230,PRETO,C,VESTUARIO,CY,CYC,CYCC,SHORT JEANS PS PRD INK CLOCHARD COM AMAR,9481170001.0,54,BOTTOM CURTO SARJA PLUS,1,0,left_only,-1,1
1231,BRANCO,C,VESTUARIO,CM,CMB,CMBB,BERMUDA SARJA CF PRD INK LISO BRANCO 50,9569860007.0,50,BERMUDA SARJA,1,0,left_only,-1,1
1232,CINZA,C,VESTUARIO,CN,CNC,CNCS,SHORT DOLL MANGA CURTA JV CN SLO ELLA BU,9468540005.0,P,SHORT DOLL,3,3,both,0,0
1233,PRETO,C,VESTUARIO,C6,C6A,C6AT,SOUTIEN APP TRS 1 2 DAILY REF C04935 PRE,6541060005.0,EG,SOUTIEN / TOP,1,1,both,0,0
1234,,H,ELETRO-ELETRONICOS,HZ,HZB,HZBL,RELOGIO FEM LINCE DOURADO KIT COLCAR BRI,9629210000.0,,KIT FEMININO DOURADO,2,2,both,0,0
1235,JEANS,C,VESTUARIO,CY,CYC,CYCB,CALCA JEANS PS PRD INK USED TANK RASGOS,9481110004.0,48,CALÇA JEANS PLUS,1,0,left_only,-1,1
1236,VERDE,C,VESTUARIO,C5,C5B,C5BA,OCULOS MASCULINO ACETATO VERDE QUADRADO,9389380001.0,UNICO,ÓCULOS INF ACETATO,1,0,left_only,-1,1
1237,,W,BELEZA,WA,WAD,WADP,DESODORANTE COLONIA JEQUITI BARBIE PROFI,9655160000.0,,PERFUME,3,2,both,-1,1
1238,ROSA,C,VESTUARIO,CN,CNC,CNCK,CALCINHA JV CN SLO ELLA MICRO LOVE ESTAM,9588110001.0,G,KIT CALCINHA,2,2,both,0,0
1239,ROSA,C,VESTUARIO,CY,CYA,CYAB,CALCA JEANS JV MSA INK BASICA BARRA VIRA,9427160010.0,34,CALÇA SARJA,1,0,left_only,-1,1
1240,PRETO,C,VESTUARIO,C7,C7A,C7AK,2 CALCINHAS BIQUINI TG P2 RENDA LATERAL,9644200004.0,P,KIT CALCINHA,2,2,both,0,0
1241,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS JV PRD INK RECORTE FRONTAL L,9579560003.0,40,CALÇA JEANS,1,1,both,0,0
1242,CINZA,C,VESTUARIO,C7,C7A,C7AK,CALCINHA C7 ELLA ESTAMPADO CINZA GG CINZ,9458240002.0,GG,KIT CALCINHA,3,3,both,0,0
1243,ROSA,C,VESTUARIO,CY,CYA,CYAH,BERMUDA SARJA CF MSA INK MEIA COXA VISTA,9593120006.0,46,SAIA,1,0,left_only,-1,1
1244,ROSA,C,VESTUARIO,C5,C5A,C5AA,OCULOS  C5 MSA MAIS ACESSORIOS FEM ACE R,9682580001.0,UNICO,ÓCULOS ACETATO,1,1,both,0,0
1245,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS CRN MSA INK AMACIADAUSEDSTON,9578080007.0,48,CALÇA JEANS,1,0,left_only,-1,1
1246,BRANCO,C,VESTUARIO,C6,C6A,C6AT,SOUTIEN APP TRS OLIMPO BOURBON BRANCO RE,8319830005.0,54,SOUTIEN / TOP,3,2,both,-1,1
1247,VERMELHO,C,VESTUARIO,CJ,CJA,CJAB,CALCINHA APP5 CALECON SLO RENDA VERMELHO,7738170002.0,M,CALCINHA / BOTTOM,1,0,left_only,-1,1
1248,JEANS,C,VESTUARIO,CY,CYC,CYCB,CALCA JEANS CRN PRD INK SKY RECORTE FREN,9421200001.0,46,CALÇA JEANS PLUS,0,0,left_only,0,0
1249,JEANS,C,VESTUARIO,C8,C8B,C8BA,CALCA C8 PRD PPO INK STONE USED E TANK L,9483780001.0,1,CALÇA,1,0,left_only,-1,1
1250,VERDE,C,VESTUARIO,C8,C8D,C8DA,CALCA C8 PRD INK JUVO COM BOLSO CARPINTE,9484150006.0,14,CALÇA,2,0,left_only,-2,2
1251,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN MSA INK VISTA ABOTOADA U,9384180003.0,44,CALÇA JEANS,1,1,both,0,0
1252,JEANS,C,VESTUARIO,CY,CYC,CYCB,CALCA JEANS PS MSA INK USED  LISO BOBS91,9480740001.0,46,CALÇA JEANS PLUS,2,2,both,0,0
1253,CINZA,C,VESTUARIO,CP,CPM,CPMG,2 PARES MEIA INVISIVEL ACC SLO CORACOES,9659260001.0,34/39,MEIA CASUAL/ESPORTIVA,4,1,both,-3,3
1254,CINZA,C,VESTUARIO,CP,CPM,CPMG,MEIA SAPATILHA ACC FCX GATO ESTAMPADO CI,9091060001.0,34/39,MEIA CASUAL/ESPORTIVA,8,3,both,-5,5
1255,ROSA,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS BIQ TRS ROSA  AMARELO VERDE,9627260003.0,M,CALCINHA / BOTTOM,6,6,both,0,0
1256,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CF PRD INK USED TANK BARRA D,9480040002.0,44,CALÇA JEANS,1,1,both,0,0
1257,ROSA,C,VESTUARIO,CJ,CJA,CJAT,SOUTIEN PUSH UP CJ MSA ELLA LISO ROSA 42,9424640002.0,42,SOUTIEN / TOP,4,3,both,-1,1
1258,BEGE,C,VESTUARIO,C9,C9A,C9AT,SOUTIEN  C9 PRD ELLA BORBOLETA LISO BEGE,9380880004.0,42,SOUTIEN / TOP,1,0,left_only,-1,1
1259,PRETO,C,VESTUARIO,CJ,CJA,CJAS,SHORT DOLL SEM MANGA CJ ELLA LISO PRETO,9649150003.0,M,SHORT DOLL,3,3,both,0,0
1260,JEANS,C,VESTUARIO,CY,CYC,CYCB,CALCA JEANS PS MSA BARRA ITALIANA 3184 J,9632970006.0,56,CALÇA JEANS PLUS,1,1,both,0,0
1261,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA CM MSA INK LAVAGEM COM USED E DIRT,9440760001.0,46,CALÇA JEANS,1,1,both,0,0
1262,JEANS,C,VESTUARIO,CM,CMC,CMCA,CALCA  CRN EVT JNS PRD INK RECORTE USED,9578470002.0,38,BOTTOM  JOVEM,1,0,left_only,-1,1
1263,BRANCO,C,VESTUARIO,C6,C6A,C6AT,SOUTIEN APP TRS 1 2 DAILY REF C04935 BRA,6541070003.0,G,SOUTIEN / TOP,3,0,left_only,-3,3
1264,LILAS,C,VESTUARIO,CR,CRA,CRAK,CALCINHA CR PRD ELLA FLORZINHA 2 ESTAMPA,9388960008.0,GG,KIT CALCINHA,1,1,both,0,0
1265,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS INK LISO JEANS 44 JEANS CLAR,9575890006.0,44,BOTTOM CURTO JEANS,2,2,both,0,0
1266,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS CRN MSA INK SUPER STONE   US,9486270003.0,40,CALÇA JEANS,2,0,left_only,-2,2
1267,,W,BELEZA,WL,WLC,WLCH,PO COMPACTO  WL VULT VULT PO COMP MATIF,9032090000.0,,PÓ COMPACTO ROSTO,2,2,both,0,0
1268,VERDE,C,VESTUARIO,CY,CYA,CYAE,SHORT   INK LISO 07FE00754 VERDE 38 VERD,9585500010.0,38,BOTTOM CURTO SARJA,2,1,both,-1,1
1269,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CF MSA INK USED TANK LISO 01,9579540001.0,36,CALÇA JEANS,2,1,both,-1,1
1270,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA CM MSA INK lavagem com stone e use,9440960001.0,48,CALÇA JEANS,1,0,left_only,-1,1
1271,JEANS,C,VESTUARIO,CY,CYB,CYBA,CALCA  JV MSA INK USED TANK ESMERIL BARR,9415790004.0,40,CALÇA JEANS,2,0,left_only,-2,2
1272,ROSA,C,VESTUARIO,CR,CRA,CRAK,2 CALCINHAS BIQUINI CR SLO ELLA ESTAMPAD,9657140001.0,G,KIT CALCINHA,3,3,both,0,0
1273,JEANS,C,VESTUARIO,CM,CMC,CMCB,BERMUDA JEANS EVT PAIS  INK LISO 02MA006,9571220004.0,40,BERMUDA JOVEM,2,0,left_only,-2,2
1274,BEGE,C,VESTUARIO,CR,CRA,CRAT,SOUTIEN CR MSA ELLA LISO BEGE 44 BEGE CL,9669540002.0,44,SOUTIEN / TOP,3,3,both,0,0
1275,CINZA,C,VESTUARIO,CR,CRA,CRAS,SHORT DOLL MANGA CURTA CR SLO ELLA ESTAM,9581380003.0,P,SHORT DOLL,3,4,both,1,0
1276,PRETO,C,VESTUARIO,C9,C9A,C9AK,CALCINHA CJ ELLA BRANCO E PRETO LISO P P,9339230004.0,P,KIT CALCINHA,2,2,both,0,0
1277,AZUL,C,VESTUARIO,CN,CNC,CNCS,SHORT DOLL MANGA CURTA JV CN PRD DISNEY,9589310004.0,P,SHORT DOLL,1,1,both,0,0
1278,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS JV PRD INK MARMORIZADO RASGO,9412590004.0,40,CALÇA JEANS,1,0,left_only,-1,1
1279,PRETO,C,VESTUARIO,CM,CMB,CMBA,CALCA CM MSA  INK PTO EMP SLIM 5 POCKETS,9440720006.0,46,CALÇA SARJA,2,0,left_only,-2,2
1280,PRETO,C,VESTUARIO,C6,C6A,C6AT,SOUTIEN APP TRS 1 2 DAILY REF C04935 PRE,6541060002.0,M,SOUTIEN / TOP,1,1,both,0,0
1281,ROXO,C,VESTUARIO,C6,C6A,C6AT,SOUTIEN TRS COTTON SECRET ORQUIDEA REF 6,9362450006.0,50,SOUTIEN / TOP,5,4,both,-1,1
1282,BEGE,C,VESTUARIO,CJ,CJA,CJAB,CALCINHA  SLO ELLA CHAMPAGNE LISO BEGE M,9637520003.0,M,CALCINHA / BOTTOM,6,1,both,-5,5
1283,JEANS,C,VESTUARIO,CY,CYA,CYAF,TOP SEM MANGA CY SAW EVT LAN MARCA DE TE,9703600002.0,38,TOP,2,0,left_only,-2,2
1284,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS CRN PRD INK ELASTICO NO COS,9480120002.0,44,BOTTOM CURTO JEANS,3,3,both,0,0
1285,PRETO,C,VESTUARIO,CJ,CJA,CJAK,2 CALCINHAS MFB CJ SLO HANK PANK FIOI RO,9644110006.0,G,KIT CALCINHA,2,2,both,0,0
1286,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS CRN MSA INK AMACIADAUSED LIS,9578050007.0,50,CALÇA JEANS,1,0,left_only,-1,1
1287,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS INK LISO JEANS 36 JEANS MEDI,9575900002.0,36,BOTTOM CURTO JEANS,1,1,both,0,0
1288,ROSA,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS APP TRS MFB REF 51509 K152 B,7199900002.0,M,CALCINHA / BOTTOM,3,3,both,0,0
1289,JEANS,C,VESTUARIO,CY,CYC,CYCE,BLUSA MANGA CURTA JEANS PS PRD INK MANGA,9422240006.0,56,TOP PLUS,2,1,both,-1,1
1290,VERMELHO,C,VESTUARIO,CJ,CJA,CJAB,CALCINHA APP SNS SLO BIQUINI RENDA VERME,8222150001.0,P,CALCINHA / BOTTOM,4,3,both,-1,1
1291,MARROM,C,VESTUARIO,C5,C5B,C5BA,OCULOS INFA FEM ACETATO MARROM REDONDO M,9631930001.0,UNICO,ÓCULOS INF ACETATO,1,1,both,0,0
