,Retail_Product_Color,Retail_Product_Level1,Retail_Product_Level1Name,Retail_Product_Level2Name,Retail_Product_Level3Name,Retail_Product_Level4Name,Retail_Product_Name,Retail_Product_SKU,Retail_Product_Size,Retail_Product_Style,Retail_SOHQTY,Retail_CCQTY,_merge,diff,unders
2581,,W,BELEZA,WB,WBQ,WBQE,CONDICIONADOR JEQUITI FYO PROFISSIONAL L,9631250000.0,,CONDICIONADOR,4,4,both,0,0
2582,CINZA,C,VESTUARIO,CR,CRA,CRAS,SHORT DOLL MANGA CURTA CR SLO ELLA ESTAM,9577770006.0,M,SHORT DOLL,2,2,both,0,0
2583,,H,ELETRO-ELETRONICOS,HB,HBH,HBHG,SAMS GALAXY A22 BRANCO 128GB SM A225MZWG,9255350000.0,,SAMSUNG,1,1,both,0,0
2584,JEANS,C,VESTUARIO,CM,CMA,CMAB,BERMUDA JEANS INK LISO 02ma00661 JEANS 4,9571200002.0,42,BERMUDA JEANS,2,0,left_only,-2,2
2585,PRETO,C,VESTUARIO,C5,C5A,C5AA,OCULOS  C5 MSA MAIS ACESSORIOS MASC ACE,9682460001.0,UNICO,ÓCULOS ACETATO,1,1,both,0,0
2586,PRETO,C,VESTUARIO,CM,CMB,CMBB,BERMUDA SARJA CRN MSA INK 5 POCKETS  LIS,9498160005.0,44,BERMUDA SARJA,2,0,left_only,-2,2
2587,JEANS,C,VESTUARIO,CM,CMA,CMAD,JAQUETA MANGA LONGA EVT PAIS JEANS CRN P,9486520006.0,M,JAQUETA JEANS,1,0,left_only,-1,1
2588,VERMELHO,C,VESTUARIO,C8,C8X,C8XX,SHORT  INFA INK SARJA ESTAMPADO CORACOES,8697230002.0,12,REVENDEDORES,1,0,left_only,-1,1
2589,JEANS,C,VESTUARIO,CY,CYA,CYAI,JARDINEIRA JEANS CRN PRD INK VINTAGE RET,9480840002.0,36,INTEIRO,1,0,left_only,-1,1
2590,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS JV PRD INK CALCA  JV PRD INK,9561530001.0,42,CALÇA JEANS,2,1,both,-1,1
2591,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS CRN MSA INK AMACIADAUSEDSTON,9578080006.0,46,CALÇA JEANS,1,0,left_only,-1,1
2592,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA CM MSA INK LAVAGEM COM USED FILIGR,9440420006.0,36,CALÇA JEANS,1,0,left_only,-1,1
2593,CHOCOLATE,C,VESTUARIO,C6,C6B,C6BT,SOUTIEN APP SUS POWER MFB TRS CHOCOLATE,7813310004.0,50,SOUTIEN / TOP,1,1,both,0,0
2594,,W,BELEZA,WA,WAC,WACP,COLONIA DESODORANTE FEMININA PATRICIA AB,8686730000.0,,PERFUME,33,32,both,-1,1
2595,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN MSA MARCA DE TERCEIROS M,9452880002.0,38,CALÇA JEANS,1,1,both,0,0
2596,ROXO,C,VESTUARIO,CY,CYB,CYBA,CALCA JEANS CRN MSA INK RASGOS BARRA VIR,9427150008.0,38,CALÇA JEANS,2,0,left_only,-2,2
2597,PRETO,C,VESTUARIO,C8,C8C,C8CD,SALOPETE SEM MANGA INFA C8 SLO DISNEY V,9389550003.0,8,INTEIRO,1,0,left_only,-1,1
2598,,H,ELETRO-ELETRONICOS,HZ,HZB,HZBL,RELOGIO CONDOR FEM DOURADO KIT COLAR   B,9541570000.0,,KIT FEMININO DOURADO,2,2,both,0,0
2599,JEANS,C,VESTUARIO,CY,CYA,CYAH,BERMUDA JEANS CF MSA INK MOM MEIA COXA L,9592970007.0,46,SAIA,2,0,left_only,-2,2
2600,ROSA,C,VESTUARIO,CR,CRA,CRAK,CALCINHA CR PRD ELLA CANDY FLOWERS ESTAM,9388950001.0,G,KIT CALCINHA,1,1,both,0,0
2601,BRANCO,C,VESTUARIO,CR,CRA,CRAT,SOUTIEN CR ELLA BORBOLETA AVULSO LISO BR,9454170004.0,42,SOUTIEN / TOP,2,0,left_only,-2,2
2602,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS CRN SLO INK BASICO AMACIADO,9384030003.0,38,BOTTOM CURTO JEANS,4,1,both,-3,3
2603,,H,ELETRO-ELETRONICOS,HZ,HZA,HZAL,RELOGIO LINCE MASC EMBORRACHADO KIT CANI,9535570000.0,,KIT MASCULINO EMBORRACHADO,1,1,both,0,0
2604,BRANCO,C,VESTUARIO,CR,CRA,CRAS,SHORT DOLL MANGA CURTA CR SLO ELLA ESTAM,9653240004.0,P,SHORT DOLL,2,2,both,0,0
2605,PINK,C,VESTUARIO,C8,C8C,C8CA,CALCA C8 PRD INFA INK COM BOTOES COLORID,9483660006.0,8,CALÇA,1,1,both,0,0
2606,JEANS,C,VESTUARIO,C8,C8D,C8DB,BERMUDA C8 PRD INK BERMUDA INFO USED E E,9686500003.0,4,BERMUDA,1,0,left_only,-1,1
2607,,W,BELEZA,WA,WAE,WAEP,COLONIA DESODORANTE MASCULINA MALTE EXTR,8687060000.0,,PERFUME,4,3,both,-1,1
2608,DOURADO,C,VESTUARIO,C5,C5B,C5BB,OCULOS  C5 MSA MAIS ACESSORIOS INFA META,9683220001.0,UNICO,ÓCULOS INF METAL,1,1,both,0,0
2609,,W,BELEZA,WL,WLN,WLNB,ESMALTE  WL VULT VULT ESMALTE 5F MEU JEI,9032550000.0,,ESMALTE,2,2,both,0,0
2610,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA CM SLO INK SLIM AMACIADA 5 POCKETS,9440390004.0,48,CALÇA JEANS,3,0,left_only,-3,3
2611,PRETO,C,VESTUARIO,C8,C8D,C8DB,BERMUDA C8 PRD JUVO INK FULL PRINT BOLSO,9405790003.0,14,BERMUDA,2,0,left_only,-2,2
2612,PRETO,C,VESTUARIO,C8,C8D,C8DB,BERMUDA C8 PRD JUVO INK FULL PRINT BOLSO,9405790002.0,12,BERMUDA,1,0,left_only,-1,1
2613,ROXO,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS APP TRS BIQUINI COTTON LISO,8831750006.0,GG,CALCINHA / BOTTOM,3,3,both,0,0
2614,JEANS,C,VESTUARIO,CY,CYA,CYAD,BERMUDA JEANS CRN MSA INK USED BARRA DES,9573020005.0,40,BOTTOM CURTO JEANS,4,3,both,-1,1
2615,BEGE,C,VESTUARIO,CP,CPM,CPMG,2 PARES MEIA INVISIVEL ACC SLO FLORAL CI,9501950001.0,34/39,MEIA CASUAL/ESPORTIVA,2,0,left_only,-2,2
2616,BEGE,C,VESTUARIO,CP,CPM,CPMM,MEIA CALCA APP ACC FCX FIO20 NATURAL REF,8935470004.0,EG,MEIA SINTÉTICA,1,1,both,0,0
2617,VERMELHO,C,VESTUARIO,CJ,CJA,CJAS,SHORT DOLL SEM MANGA CJ ELLA LISO VERMEL,9673640003.0,M,SHORT DOLL,2,2,both,0,0
2618,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS CRN SLO INK BASICO STONADO L,9383990004.0,46,BOTTOM CURTO JEANS,2,1,both,-1,1
2619,,H,ELETRO-ELETRONICOS,HZ,HZA,HZAM,RELOGIO MONDAINE MASC DOURADO KIT CANIVE,9460290000.0,,KIT MASCULINO PRATA,1,1,both,0,0
2620,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN PRD INK USED TANK BARRA,9480860001.0,36,CALÇA JEANS,1,0,left_only,-1,1
2621,VERDE,C,VESTUARIO,CY,CYC,CYCE,JAQUETA MANGA LONGA SARJA PS PRD INK CAP,9427870001.0,52,TOP PLUS,1,0,left_only,-1,1
2622,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS  BIO MARCA DE TERCEIROS Flar,9697880003.0,40,CALÇA JEANS,2,0,left_only,-2,2
2623,PRETO,C,VESTUARIO,C5,C5A,C5AA,OCULOS C5 MSA MAIS ACESSORIOS FEM ACE PR,9687930001.0,UNICO,ÓCULOS ACETATO,1,1,both,0,0
2624,JEANS,C,VESTUARIO,C8,C8D,C8DA,CALCA C8 PRD COS ELASTICO INFO INK STONE,9405900001.0,4,CALÇA,1,0,left_only,-1,1
2625,ROSA,C,VESTUARIO,CR,CRA,CRAT,SOUTIEN CR SLO ELLA RENDA  LISO ROSA 42,9647260002.0,42,SOUTIEN / TOP,3,3,both,0,0
2626,ROSA,C,VESTUARIO,CY,CYB,CYBA,CALCA  CRN MSA INK BARRA NAVALHADA LISO,9479850001.0,38,CALÇA JEANS,2,2,both,0,0
2627,VERDE,C,VESTUARIO,CY,CYA,CYAB,CALCA SARJA CRN MSA INK PUSH UP BOLSO SE,9415770001.0,40,CALÇA SARJA,2,0,left_only,-2,2
2628,PRETO,C,VESTUARIO,CM,CMB,CMBB,BERMUDA JEANS CRN MSA INK CHINO LISO 220,9578790009.0,40,BERMUDA SARJA,1,0,left_only,-1,1
2629,CINZA,C,VESTUARIO,CN,CNC,CNCS,SHORT DOLL MANGA CURTA JV CN GARFIELD ES,9669650008.0,GG,SHORT DOLL,1,1,both,0,0
2630,AZUL,C,VESTUARIO,C6,C6A,C6AT,SOUTIEN APP OLIMPO TRS FIRANTELA FLORAL,8541960003.0,52,SOUTIEN / TOP,1,0,left_only,-1,1
2631,VINHO,C,VESTUARIO,C6,C6A,C6AB,CALCINHA APP TRS CAVADA ABRUPT VINHO REF,8267990002.0,G,CALCINHA / BOTTOM,3,1,both,-2,2
2632,ROSA,C,VESTUARIO,C7,C7A,C7AT,SOUTIEN TG P1 POA ROSA PTO LIV C7 48 ROS,9623180003.0,48,SOUTIEN / TOP,5,2,both,-3,3
2633,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN PRD INK DELAVE RASGOS LI,9412480001.0,34,CALÇA JEANS,1,0,left_only,-1,1
2634,PRETO,C,VESTUARIO,CJ,CJA,CJAK,2 CALCINHAS MFB CJ SLO HANK PANK FIOI RO,9644110004.0,P,KIT CALCINHA,2,2,both,0,0
2635,CINZA,C,VESTUARIO,CN,CNC,CNCS,SHORT DOLL MANGA CURTA JV CN SLO ELLA ES,9258320001.0,G,SHORT DOLL,1,1,both,0,0
2636,BEGE,C,VESTUARIO,CM,CMB,CMBA,CALCA CM SARJA INK BEGE EASE SLIM 5 POCK,9287170002.0,38,CALÇA SARJA,2,0,left_only,-2,2
2637,PRETO,C,VESTUARIO,CJ,CJA,CJAC,CAMISOLA SEM MANGA CJ SLO ELLA POA ESTAM,9648990001.0,40,CAMISOLA / ROBE,1,1,both,0,0
2638,JEANS,C,VESTUARIO,CY,CYC,CYCF,MACAQUINHO SEM MANGA JEANS PS PRD INK CO,9481000002.0,48,INTEIRO PLUS,1,2,both,1,0
2639,JEANS,C,VESTUARIO,CM,CMA,CMAB,BERMUDA JEANS CRN PRD INK cordao rasgos,9578960004.0,44,BERMUDA JEANS,2,0,left_only,-2,2
2640,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA CM PRD INK LAVAGEM COM USED BIGODE,9440950002.0,40,CALÇA JEANS,1,1,both,0,0
2641,PRETO,C,VESTUARIO,C5,C5A,C5AA,OCULOS  C5 MSA MAIS ACESSORIOS FEM ACE P,9682690001.0,UNICO,ÓCULOS ACETATO,1,1,both,0,0
2642,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS JV MSA INK BARRA CHUVEIRINHO,9167460002.0,36,BOTTOM CURTO JEANS,3,0,left_only,-3,3
2643,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN PRD INK USED RASGOS BARR,9412360004.0,42,CALÇA JEANS,1,1,both,0,0
2644,JEANS,C,VESTUARIO,CY,CYA,CYAI,JARDINEIRA JEANS CRN PRD INK VINTAGE RET,9480840001.0,38,INTEIRO,1,0,left_only,-1,1
2645,AZUL,C,VESTUARIO,CM,CMB,CMBB,BERMUDA JEANS CDD SLO INK BERMUDA COLOR,9556670001.0,38,BERMUDA SARJA,1,0,left_only,-1,1
2646,BRANCO,C,VESTUARIO,CN,CNC,CNCC,CAMISOLA MANGA CURTA JV CN PRD ELLA FIVE,9654600002.0,GG,CAMISOLA / ROBE,2,5,both,3,0
2647,JEANS,C,VESTUARIO,CY,CYC,CYCB,CALCA JEANS PS PRD INK COM PUNHO E AMARR,9481130005.0,50,CALÇA JEANS PLUS,3,0,left_only,-3,3
2648,PRETO,C,VESTUARIO,CJ,CJA,CJAB,CALCINHA STRING ABERTA LATERAL CJ PRD EL,9663070003.0,G,CALCINHA / BOTTOM,2,2,both,0,0
2649,,H,ELETRO-ELETRONICOS,HZ,HZB,HZBL,RELOGIO LINCE FEMIN DOURADO P5 COM KIT C,9285000000.0,,KIT FEMININO DOURADO,1,1,both,0,0
2650,PRETO,C,VESTUARIO,CJ,CJA,CJAT,SOUTIEN CJ MSA ELLA BASE BICOLOR PRETO 4,9469200004.0,46,SOUTIEN / TOP,2,2,both,0,0
2651,PRETO,C,VESTUARIO,CJ,CJA,CJAT,SOUTIEN CJ ELLA RENDA PRETA FORRO PINK L,9560440004.0,46,SOUTIEN / TOP,1,1,both,0,0
2652,ROSA,C,VESTUARIO,CR,CRA,CRAS,SHORT DOLL MANGA CURTA CR SLO ELLA STAY,9470230003.0,M,SHORT DOLL,3,2,both,-1,1
2653,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS  BIO MARCA DE TERCEIROS Skin,9663570006.0,36,CALÇA JEANS,1,0,left_only,-1,1
2654,BRANCO,C,VESTUARIO,CP,CPM,CPMG,3 PARES MEIA CURTA APP ACC FCX 3 BRANCAS,8964780001.0,34-39,MEIA CASUAL/ESPORTIVA,16,2,both,-14,14
2655,VERMELHO,C,VESTUARIO,CR,CRA,CRAB,CALCINHA CR MSA ELLA RENDA CINTURA LISO,9390670004.0,P,CALCINHA / BOTTOM,1,0,left_only,-1,1
2656,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN MSA MARCA DE TERCEIROS M,9452880004.0,42,CALÇA JEANS,1,1,both,0,0
2657,PRETO,C,VESTUARIO,C6,C6A,C6AT,SOUTIEN APP TRS OLIMPO BOURBON PRETO ESP,8069910002.0,48,SOUTIEN / TOP,2,0,left_only,-2,2
2658,VERMELHO,C,VESTUARIO,CP,CPC,CPCC,CHINELO ABERTO EVA ACC SLO LOVER VERMELH,9529680001.0,35/36,CHINELOS,1,1,both,0,0
2659,VINHO,C,VESTUARIO,CJ,CJA,CJAK,CALCINHA CJ SLO ELLA LISO VINHO G VINHO,9644090006.0,G,KIT CALCINHA,6,5,both,-1,1
2660,JEANS,C,VESTUARIO,CY,CYC,CYCD,SHORT JEANS PS MSA INK USED BARRA VIRADA,9480990004.0,54,BOTTOM CURTO JEANS PLUS,1,0,left_only,-1,1
2661,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN MSA INK FIVE POCKETS USE,9384130001.0,36,CALÇA JEANS,2,2,both,0,0
2662,,H,ELETRO-ELETRONICOS,HB,HBH,HBHG,SAMS GALAXY M12 64GB VERDE SM M127FZGKZT,9196590000.0,,SAMSUNG,1,1,both,0,0
2663,PRETO,C,VESTUARIO,C7,C7A,C7AS,SHORT DOLL TG AMERICANO PTO OFF JIN C7 5,9590190008.0,52,BERMUDOL/SHORT DOLL,2,1,both,-1,1
2664,PRETO,C,VESTUARIO,CJ,CJA,CJAT,SOUTIEN CJ MSA ELLA BASE BICOLOR PRETO 4,9469200003.0,44,SOUTIEN / TOP,3,2,both,-1,1
2665,PRETO,C,VESTUARIO,C6,C6A,C6AT,SOUTIEN APP TRS POA PRETO REF  61411   D,8853740002.0,48,SOUTIEN / TOP,5,5,both,0,0
2666,VERMELHO,C,VESTUARIO,CN,CNC,CNCC,CAMISOLA MANGA CURTA JV CN PRD DISNEY V,9590660004.0,P,CAMISOLA / ROBE,3,3,both,0,0
2667,BRANCO,C,VESTUARIO,CY,CYA,CYAB,CALCA  JV INK VISTA ABOTOADA  LISO BRANC,9167330001.0,34,CALÇA SARJA,1,1,both,0,0
2668,JEANS,C,VESTUARIO,CY,CYC,CYCB,CALCA JEANS PS MSA INK BASICA COM CONTRA,9480730001.0,46,CALÇA JEANS PLUS,2,2,both,0,0
2669,BEGE,C,VESTUARIO,CM,CMB,CMBA,CALCA CM SARJA INK BEGE EASE SLIM 5 POCK,9287170001.0,36,CALÇA SARJA,1,0,left_only,-1,1
2670,AZUL,C,VESTUARIO,CR,CRA,CRAK,CALCINHA CR SLO ELLA ESTAMPADO AZUL P AZ,9707380003.0,P,KIT CALCINHA,2,2,both,0,0
2671,ROSA,C,VESTUARIO,CR,CRA,CRAK,2 CALCINHAS BIQUNI  CR MSA RENDA RUSTICA,9692930001.0,M,KIT CALCINHA,2,2,both,0,0
2672,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS  BIO MARCA DE TERCEIROS Skin,9697860006.0,40,CALÇA JEANS,2,0,left_only,-2,2
2673,AZUL,C,VESTUARIO,C7,C7A,C7AT,SOUTIEN C7 ELLA ESTAMPADO AZUL 48 AZUL E,9320460003.0,48,SOUTIEN / TOP,5,5,both,0,0
2674,MARROM,C,VESTUARIO,C5,C5A,C5AA,OCULOS  C5 MAIS ACESSORIOS OCULOS FEM AC,9717430001.0,UNICO,ÓCULOS ACETATO,1,1,both,0,0
2675,PRETO,C,VESTUARIO,C9,C9A,C9AK,CALCINHA  C9 SLO ELLA LISO PRETO M PRETO,9657660003.0,M,KIT CALCINHA,0,0,left_only,0,0
2676,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT CY SAW EVT LAN MARCA DE TERCEIROS,9703570005.0,44,BOTTOM CURTO JEANS,1,1,both,0,0
2677,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN SLO INK BASICA STONE  LI,9383920002.0,38,CALÇA JEANS,7,2,both,-5,5
2678,PRETO,C,VESTUARIO,C5,C5A,C5AA,OCULOS FEM ACE PRETO REDONDO FUME DEGRAD,9497180001.0,UNICO,ÓCULOS ACETATO,2,1,both,-1,1
2679,JEANS,C,VESTUARIO,CY,CYB,CYBA,CALCA JEANS CRN MSA INK VISTA ABOTOADA R,9415730003.0,34,CALÇA JEANS,1,0,left_only,-1,1
2680,BEGE,C,VESTUARIO,C9,C9A,C9AT,SOUTIEN  C9 PRD ELLA BORBOLETA LISO BEGE,9380880001.0,40,SOUTIEN / TOP,2,1,both,-1,1
2681,VERDE,C,VESTUARIO,CR,CRA,CRAT,SOUTIEN CR SLO ELLA RENDA  LISO VERDE 46,9647240004.0,46,SOUTIEN / TOP,1,1,both,0,0
2682,JEANS,C,VESTUARIO,CM,CMA,CMAB,BERMUDA JEANS CRN PRD INK cordao rasgos,9578960003.0,42,BERMUDA JEANS,2,0,left_only,-2,2
2683,VERMELHO,C,VESTUARIO,CJ,CJA,CJAK,CALCINHA CJ  ELLA VERMELHO E PRETO  LISO,9339240002.0,GG,KIT CALCINHA,1,1,both,0,0
2684,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA CM MSA INK SLIM LAVAGEM COM USED B,9440770004.0,42,CALÇA JEANS,2,2,both,0,0
2685,PRETO,C,VESTUARIO,C6,C6A,C6AT,2 SOUTIENS APP AMAMENTACAO APP TRS LISO,8462510004.0,48,SOUTIEN / TOP,2,2,both,0,0
2686,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN PRD INK VISTA ABOTOADA U,9412370001.0,38,CALÇA JEANS,3,0,left_only,-3,3
2687,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA CY SAW MARCA DE TERCEIROS WIDE LEG,9692390004.0,44,CALÇA JEANS,1,1,both,0,0
2688,VERMELHO,C,VESTUARIO,CJ,CJA,CJAC,CAMISOLA APP SEM MANGA SNS SLO ELLA DIVI,8830380004.0,P,CAMISOLA / ROBE,1,1,both,0,0
2689,ROSA,C,VESTUARIO,CN,CNC,CNCK,CALCINHA JV CN SLO ELLA PANDA ESTAMPADO,9456490003.0,M,KIT CALCINHA,1,1,both,0,0
2690,MARROM,C,VESTUARIO,CM,CMB,CMBA,CALCA CM MSA EVT MARROM EMP LCM INK MAR,9440730005.0,40,CALÇA SARJA,3,0,left_only,-3,3
2691,PRETO,C,VESTUARIO,CY,CYA,CYAE,BERMUDA SARJA CRN MSA INK BARRA CHUVEIRI,9642850002.0,38,BOTTOM CURTO SARJA,2,2,both,0,0
2692,JEANS,C,VESTUARIO,CY,CYC,CYCB,CALCA JEANS PS PRD INK USED TANK UNHA DE,9481070001.0,46,CALÇA JEANS PLUS,2,0,left_only,-2,2
2693,,W,BELEZA,WL,WLE,WLEA,VULT AGUA MICELAR FACIAL 180ML,9384890000.0,,DEMAQUILANTE / PRIMER,1,0,left_only,-1,1
2694,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS CRN MSA INK AMCIADAUSEDSTONE,9578060005.0,46,CALÇA JEANS,3,0,left_only,-3,3
2695,,W,BELEZA,WB,WBQ,WBQD,SHAMPOO JEQUITI FYO PROFISSIONAL LISO PR,9428490000.0,,SHAMPOO,4,4,both,0,0
2696,CINZA,C,VESTUARIO,CR,CRB,CRBB,BERMULDOLL MANGA CURTA CR PRD ELLA  CINZ,9656040001.0,P,BERMUDOL/SHORT DOLL,1,1,both,0,0
2697,PRETO,C,VESTUARIO,CJ,CJA,CJAT,SOUTIEN APP SNS SLO PP BASE LUTESTIL PRE,7575530004.0,46,SOUTIEN / TOP,4,2,both,-2,2
2698,PRETO,C,VESTUARIO,C7,C7A,C7AT,SOUTIEN TG P1 CANELADO PTO ERI C7 48 PRE,9320470002.0,48,SOUTIEN / TOP,0,0,left_only,0,0
2699,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS CRN PRD INK COM AMARRACAO LI,9480220005.0,44,BOTTOM CURTO JEANS,2,0,left_only,-2,2
2700,BRANCO,C,VESTUARIO,CP,CPM,CPMG,MEIA CP FCX MAIS ACESSORIOS SAPATILHA ES,9306290001.0,34/39,MEIA CASUAL/ESPORTIVA,7,1,both,-6,6
2701,MARROM,C,VESTUARIO,C8,C8D,C8DA,CALCA  PRD JOGGER CARGO INFO EVT LCM CAR,9405910003.0,8,CALÇA,3,1,both,-2,2
2702,PRETO,C,VESTUARIO,CY,CYC,CYCC,BERMUDA SARJA PS SLO INK ABERTURA BARRA,9383790003.0,50,BOTTOM CURTO SARJA PLUS,1,1,both,0,0
2703,ROXO,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS APP BIQUINI TRS COTTON LISO,9091550002.0,M,CALCINHA / BOTTOM,1,0,left_only,-1,1
2704,JEANS,C,VESTUARIO,C8,C8D,C8DB,BERMUDA C8 PRD INFO INK SUPER STONE COM,9483850003.0,8,BERMUDA,1,0,left_only,-1,1
2705,PRETO,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS APP TRS MFB REF 51509 K5 LIS,8719590003.0,GG,CALCINHA / BOTTOM,2,1,both,-1,1
2706,JEANS,C,VESTUARIO,CY,CYA,CYAG,JAQUETA MANGA LONGA JEANS CRN PRD CROPPE,9671350007.0,34,JAQUETA/COLETE,1,1,both,0,0
2707,JEANS,C,VESTUARIO,CY,CYC,CYCD,BERMUDA JEANS PS PRD INK MALHA DENIN AMA,9481210003.0,46,BOTTOM CURTO JEANS PLUS,2,1,both,-1,1
2708,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CDD PRD INK USED TANK LISO C,9479890004.0,44,CALÇA JEANS,1,0,left_only,-1,1
2709,BRANCO,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS APP TRS MFB GATINHOS BRC PIN,7797270002.0,M,CALCINHA / BOTTOM,2,2,both,0,0
2710,VINHO,C,VESTUARIO,CJ,CJA,CJAT,SOUTIEN CJ MSA ELLA BICOLOR VINHO 40 VIN,9687070005.0,40,SOUTIEN / TOP,1,1,both,0,0
2711,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS  BIO MARCA DE TERCEIROS Flar,9697880006.0,42,CALÇA JEANS,2,0,left_only,-2,2
2712,JEANS,C,VESTUARIO,C8,C8D,C8DB,BERMUDA C8 SLO INFO INK AMACIADA COM USE,9435790001.0,4,BERMUDA,1,0,left_only,-1,1
2713,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA CM MSA INK LAVAGEM COM USED E DIRT,9440760006.0,36,CALÇA JEANS,1,1,both,0,0
2714,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN SLO INK BASICA STONE  LI,9383880003.0,40,CALÇA JEANS,6,0,left_only,-6,6
2715,AZUL,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS CRN MSA INK CALCA MASC AMACI,9756230001.0,38,CALÇA JEANS,1,0,left_only,-1,1
2716,AZUL,C,VESTUARIO,CN,CNC,CNCS,SHORT DOLL MANGA CURTA JV CN EVT NAMO EL,9561230002.0,GG,SHORT DOLL,3,3,both,0,0
2717,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS CRN MSA INK Stone  Used Bigo,9456310002.0,46,CALÇA JEANS,0,0,left_only,0,0
2718,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN PRD MARCA DE TERCEIROS C,9483370001.0,36,CALÇA JEANS,1,0,left_only,-1,1
2719,PRETO,C,VESTUARIO,C7,C7A,C7AK,KIT P1 GALISTEU M PRETO,8516970002.0,M,KIT CALCINHA,4,2,both,-2,2
2720,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS JV PRD INK MARMORIZADO RASGO,9412590006.0,44,CALÇA JEANS,1,0,left_only,-1,1
2721,BRANCO,C,VESTUARIO,CR,CRA,CRAS,SHORT DOLL MANGA CURTA CR SLO ELLA ESTAM,9653240003.0,G,SHORT DOLL,3,3,both,0,0
2722,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA CM MSA INK SLIM LAVAGEM COM BIGODE,9440880007.0,48,CALÇA JEANS,2,0,left_only,-2,2
2723,ROSA,C,VESTUARIO,CP,CPM,CPMG,3 PARES MEIA CURTA ACC FCX PIPOCA CINZA,9502190001.0,34/39,MEIA CASUAL/ESPORTIVA,3,0,left_only,-3,3
2724,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA  CRN MSA MARCA DE TERCEIROS JEANS,9466010002.0,38,CALÇA JEANS,2,1,both,-1,1
2725,CHOCOLATE,C,VESTUARIO,C6,C6B,C6BB,BERMUDA SUS E APP COTTON CHOCOLATE REF B,3741470004.0,GG,CALCINHA / BOTTOM,2,2,both,0,0
2726,OFF WHITE,C,VESTUARIO,CN,CNC,CNCS,SHORT DOLL MANGA CURTA JV CN ELLA  CROPP,9669640003.0,G,SHORT DOLL,2,2,both,0,0
2727,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS CRN MSA INK Stone  Used Bigo,9456310004.0,40,CALÇA JEANS,5,0,left_only,-5,5
2728,CINZA,C,VESTUARIO,CR,CRB,CRBB,BERMUDOLL MANGA CURTA CR PRD ELLA LISO C,9569850001.0,G,BERMUDOL/SHORT DOLL,4,4,both,0,0
2729,PRETO,C,VESTUARIO,C5,C5A,C5AB,OCULOS  C5 MSA MAIS ACESSORIOS MET UNI D,9683560001.0,UNICO,ÓCULOS METAL,1,1,both,0,0
2730,AZUL,C,VESTUARIO,C8,C8D,C8DB,BERMUDA C8 SLO INK BERMUDA INFO JUVO MAR,9633550004.0,4,BERMUDA,1,0,left_only,-1,1
2731,PRETO,C,VESTUARIO,CY,CYA,CYAB,CALCA SARJA CRN MSA INK PUSH UP BOLSO SE,9415750001.0,38,CALÇA SARJA,1,0,left_only,-1,1
